Date,Open,High,Low,Close,Adj Close,Volume
2020-06-19,449.119995,453.970001,445.600006,453.720001,453.720001,5934500
2020-06-22,455.010010,468.589996,454.209991,468.040009,468.040009,6272100
2020-06-23,466.500000,474.010010,464.500000,466.260010,466.260010,5948400
2020-06-24,468.540009,472.359985,454.000000,457.850006,457.850006,4826200
2020-06-25,458.859985,467.010010,454.000000,465.910004,465.910004,4134500
2020-06-26,466.390015,468.029999,442.239990,443.399994,443.399994,6804700
2020-06-29,445.230011,447.670013,432.140015,447.239990,447.239990,4844000
2020-06-30,450.019989,457.589996,447.000000,455.040009,455.040009,4198500
2020-07-01,454.000000,488.230011,454.000000,485.640015,485.640015,9705900
2020-07-02,485.640015,492.279999,475.529999,476.890015,476.890015,6351500
2020-07-06,480.769989,499.500000,479.799988,493.809998,493.809998,7839000
2020-07-07,497.309998,504.820007,490.829987,493.160004,493.160004,5669900
2020-07-08,498.579987,505.100006,493.809998,502.779999,502.779999,5691700
2020-07-09,508.399994,510.000000,495.779999,507.760010,507.760010,5840500
2020-07-10,519.729980,555.880005,511.279999,548.729980,548.729980,21605600
2020-07-13,567.979980,575.369995,520.960022,525.500000,525.500000,18399000
2020-07-14,517.080017,525.500000,490.489990,524.880005,524.880005,15083300
2020-07-15,516.299988,529.000000,510.179993,523.260010,523.260010,10066700
2020-07-16,526.479980,535.539978,504.359985,527.390015,527.390015,24499000
2020-07-17,494.869995,503.589996,484.140015,492.989990,492.989990,24991400
2020-07-20,489.140015,504.500000,484.200012,502.410004,502.410004,11940300
2020-07-21,506.000000,506.220001,488.609985,490.100006,490.100006,9127200
2020-07-22,492.190002,497.200012,487.200012,489.820007,489.820007,6954100
2020-07-23,491.130005,491.899994,472.019989,477.579987,477.579987,7722000
2020-07-24,468.769989,487.170013,467.540009,480.450012,480.450012,7746200
2020-07-27,484.510010,496.920013,482.309998,495.649994,495.649994,7863100
2020-07-28,496.019989,497.790009,487.760010,488.510010,488.510010,5986700
2020-07-29,492.250000,494.920013,484.130005,484.480011,484.480011,6611800
2020-07-30,480.709991,488.350006,477.510010,485.799988,485.799988,6608600
2020-07-31,488.290009,494.799988,484.500000,488.880005,488.880005,5924300
2020-08-03,490.859985,503.089996,490.230011,498.619995,498.619995,5873100
2020-08-04,498.649994,510.440002,498.649994,509.640015,509.640015,5608000
2020-08-05,508.679993,510.100006,501.200012,502.109985,502.109985,4313500
2020-08-06,504.109985,510.820007,498.700012,509.079987,509.079987,3725900
2020-08-07,505.450012,508.290009,486.679993,494.730011,494.730011,5906700
2020-08-10,493.350006,497.459991,478.630005,483.380005,483.380005,4691200
2020-08-11,479.750000,480.920013,466.549988,466.929993,466.929993,7329200
2020-08-12,471.339996,482.489990,470.179993,475.470001,475.470001,5441200
2020-08-13,478.399994,484.450012,476.450012,481.329987,481.329987,3008900
2020-08-14,482.820007,488.329987,480.209991,482.679993,482.679993,2943500
2020-08-17,484.190002,486.239990,479.100006,482.350006,482.350006,2423500
2020-08-18,484.350006,495.299988,482.799988,491.869995,491.869995,3505500
2020-08-19,493.929993,494.500000,483.500000,484.529999,484.529999,3156200
2020-08-20,484.690002,498.940002,483.890015,497.899994,497.899994,5132500
2020-08-21,496.459991,498.130005,490.000000,492.309998,492.309998,3921300
2020-08-24,495.440002,501.000000,483.160004,488.809998,488.809998,4762200
